Mod:Item:MetaData, Localized Name
animania:entity_egg_hen_orpington, item.animania_entity_egg_hen_orpington.name
animania:entity_egg_rooster_orpington, item.animania_entity_egg_rooster_orpington.name
animania:entity_egg_chick_plymouth_rock, item.animania_entity_egg_chick_plymouth_rock.name
animania:entity_egg_hen_plymouth_rock, item.animania_entity_egg_hen_plymouth_rock.name
animania:entity_egg_rooster_plymouth_rock, item.animania_entity_egg_rooster_plymouth_rock.name
animania:entity_egg_chick_rhode_island_red, item.animania_entity_egg_chick_rhode_island_red.name
animania:entity_egg_hen_rhode_island_red, item.animania_entity_egg_hen_rhode_island_red.name
animania:entity_egg_rooster_rhode_island_red, item.animania_entity_egg_rooster_rhode_island_red.name
animania:entity_egg_chick_wyandotte, item.animania_entity_egg_chick_wyandotte.name
animania:entity_egg_hen_wyandotte, item.animania_entity_egg_hen_wyandotte.name
animania:entity_egg_rooster_wyandotte, item.animania_entity_egg_rooster_wyandotte.name
animania:entity_egg_calf_angus, item.animania_entity_egg_calf_angus.name
animania:entity_egg_cow_angus, item.animania_entity_egg_cow_angus.name
animania:entity_egg_bull_angus, item.animania_entity_egg_bull_angus.name
animania:entity_egg_calf_friesian, item.animania_entity_egg_calf_friesian.name
animania:entity_egg_cow_friesian, item.animania_entity_egg_cow_friesian.name
animania:entity_egg_bull_friesian, item.animania_entity_egg_bull_friesian.name
animania:entity_egg_calf_hereford, item.animania_entity_egg_calf_hereford.name
animania:entity_egg_cow_hereford, item.animania_entity_egg_cow_hereford.name
animania:entity_egg_bull_hereford, item.animania_entity_egg_bull_hereford.name
animania:entity_egg_calf_holstein, item.animania_entity_egg_calf_holstein.name
animania:entity_egg_cow_holstein, item.animania_entity_egg_cow_holstein.name
animania:entity_egg_bull_holstein, item.animania_entity_egg_bull_holstein.name
animania:entity_egg_calf_longhorn, item.animania_entity_egg_calf_longhorn.name
animania:entity_egg_cow_longhorn, item.animania_entity_egg_cow_longhorn.name
animania:entity_egg_bull_longhorn, item.animania_entity_egg_bull_longhorn.name
animania:entity_egg_calf_highland, item.animania_entity_egg_calf_highland.name
animania:entity_egg_cow_highland, item.animania_entity_egg_cow_highland.name
animania:entity_egg_bull_highland, item.animania_entity_egg_bull_highland.name
animania:entity_egg_calf_jersey, item.animania_entity_egg_calf_jersey.name
animania:entity_egg_cow_jersey, item.animania_entity_egg_cow_jersey.name
animania:entity_egg_bull_jersey, item.animania_entity_egg_bull_jersey.name
animania:entity_egg_calf_mooshroom, item.animania_entity_egg_calf_mooshroom.name
animania:entity_egg_cow_mooshroom, item.animania_entity_egg_cow_mooshroom.name
animania:entity_egg_bull_mooshroom, item.animania_entity_egg_bull_mooshroom.name
animania:entity_egg_toad, item.animania_entity_egg_toad.name
animania:entity_egg_frog, item.animania_entity_egg_frog.name
animania:entity_egg_kid_alpine, item.animania_entity_egg_kid_alpine.name
animania:entity_egg_buck_alpine, item.animania_entity_egg_buck_alpine.name
animania:entity_egg_doe_alpine, item.animania_entity_egg_doe_alpine.name
animania:entity_egg_kid_angora, item.animania_entity_egg_kid_angora.name
animania:entity_egg_buck_angora, item.animania_entity_egg_buck_angora.name
animania:entity_egg_doe_angora, item.animania_entity_egg_doe_angora.name
animania:entity_egg_kid_fainting, item.animania_entity_egg_kid_fainting.name
animania:entity_egg_buck_fainting, item.animania_entity_egg_buck_fainting.name
animania:entity_egg_doe_fainting, item.animania_entity_egg_doe_fainting.name
animania:entity_egg_kid_kiko, item.animania_entity_egg_kid_kiko.name
animania:entity_egg_buck_kiko, item.animania_entity_egg_buck_kiko.name
animania:entity_egg_doe_kiko, item.animania_entity_egg_doe_kiko.name
animania:entity_egg_kid_kinder, item.animania_entity_egg_kid_kinder.name
animania:entity_egg_buck_kinder, item.animania_entity_egg_buck_kinder.name
animania:entity_egg_doe_kinder, item.animania_entity_egg_doe_kinder.name
animania:entity_egg_kid_nigerian_dwarf, item.animania_entity_egg_kid_nigerian_dwarf.name
animania:entity_egg_buck_nigerian_dwarf, item.animania_entity_egg_buck_nigerian_dwarf.name
animania:entity_egg_doe_nigerian_dwarf, item.animania_entity_egg_doe_nigerian_dwarf.name
animania:entity_egg_kid_pygmy, item.animania_entity_egg_kid_pygmy.name
animania:entity_egg_buck_pygmy, item.animania_entity_egg_buck_pygmy.name
animania:entity_egg_doe_pygmy, item.animania_entity_egg_doe_pygmy.name
animania:entity_egg_lamb_friesian, item.animania_entity_egg_lamb_friesian.name
animania:entity_egg_ewe_friesian, item.animania_entity_egg_ewe_friesian.name
animania:entity_egg_ram_friesian, item.animania_entity_egg_ram_friesian.name
animania:entity_egg_lamb_suffolk, item.animania_entity_egg_lamb_suffolk.name
animania:entity_egg_ewe_suffolk, item.animania_entity_egg_ewe_suffolk.name
animania:entity_egg_ram_suffolk, item.animania_entity_egg_ram_suffolk.name
animania:entity_egg_lamb_dorper, item.animania_entity_egg_lamb_dorper.name
animania:entity_egg_ewe_dorper, item.animania_entity_egg_ewe_dorper.name
animania:entity_egg_ram_dorper, item.animania_entity_egg_ram_dorper.name
animania:entity_egg_lamb_dorset, item.animania_entity_egg_lamb_dorset.name
animania:entity_egg_ewe_dorset, item.animania_entity_egg_ewe_dorset.name
animania:entity_egg_ram_dorset, item.animania_entity_egg_ram_dorset.name
animania:entity_egg_lamb_merino, item.animania_entity_egg_lamb_merino.name
animania:entity_egg_ewe_merino, item.animania_entity_egg_ewe_merino.name
animania:entity_egg_ram_merino, item.animania_entity_egg_ram_merino.name
animania:entity_egg_lamb_jacob, item.animania_entity_egg_lamb_jacob.name
animania:entity_egg_ewe_jacob, item.animania_entity_egg_ewe_jacob.name
animania:entity_egg_ram_jacob, item.animania_entity_egg_ram_jacob.name
animania:entity_egg_buck_cottontail, item.animania_entity_egg_buck_cottontail.name
animania:entity_egg_doe_cottontail, item.animania_entity_egg_doe_cottontail.name
animania:entity_egg_kit_cottontail, item.animania_entity_egg_kit_cottontail.name
animania:entity_egg_buck_chinchilla, item.animania_entity_egg_buck_chinchilla.name
animania:entity_egg_doe_chinchilla, item.animania_entity_egg_doe_chinchilla.name
animania:entity_egg_kit_chinchilla, item.animania_entity_egg_kit_chinchilla.name
animania:entity_egg_buck_dutch, item.animania_entity_egg_buck_dutch.name
animania:entity_egg_doe_dutch, item.animania_entity_egg_doe_dutch.name
animania:entity_egg_kit_dutch, item.animania_entity_egg_kit_dutch.name
animania:entity_egg_buck_havana, item.animania_entity_egg_buck_havana.name
animania:entity_egg_doe_havana, item.animania_entity_egg_doe_havana.name
animania:entity_egg_kit_havana, item.animania_entity_egg_kit_havana.name
animania:entity_egg_buck_jack, item.animania_entity_egg_buck_jack.name
animania:entity_egg_doe_jack, item.animania_entity_egg_doe_jack.name
animania:entity_egg_kit_jack, item.animania_entity_egg_kit_jack.name
animania:entity_egg_buck_new_zealand, item.animania_entity_egg_buck_new_zealand.name
animania:entity_egg_doe_new_zealand, item.animania_entity_egg_doe_new_zealand.name
animania:entity_egg_kit_new_zealand, item.animania_entity_egg_kit_new_zealand.name
animania:entity_egg_buck_rex, item.animania_entity_egg_buck_rex.name
animania:entity_egg_doe_rex, item.animania_entity_egg_doe_rex.name
animania:entity_egg_kit_rex, item.animania_entity_egg_kit_rex.name
animania:entity_egg_buck_lop, item.animania_entity_egg_buck_lop.name
animania:entity_egg_doe_lop, item.animania_entity_egg_doe_lop.name
animania:entity_egg_kit_lop, item.animania_entity_egg_kit_lop.name
animania:entity_egg_peachick_charcoal, item.animania_entity_egg_peachick_charcoal.name
animania:entity_egg_peahen_charcoal, item.animania_entity_egg_peahen_charcoal.name
animania:entity_egg_peacock_charcoal, item.animania_entity_egg_peacock_charcoal.name
animania:entity_egg_peachick_opal, item.animania_entity_egg_peachick_opal.name
animania:entity_egg_peahen_opal, item.animania_entity_egg_peahen_opal.name
animania:entity_egg_peacock_opal, item.animania_entity_egg_peacock_opal.name
animania:entity_egg_peachick_peach, item.animania_entity_egg_peachick_peach.name
animania:entity_egg_peahen_peach, item.animania_entity_egg_peahen_peach.name
animania:entity_egg_peacock_peach, item.animania_entity_egg_peacock_peach.name
animania:entity_egg_peachick_purple, item.animania_entity_egg_peachick_purple.name
animania:entity_egg_peahen_purple, item.animania_entity_egg_peahen_purple.name
animania:entity_egg_peacock_purple, item.animania_entity_egg_peacock_purple.name
animania:entity_egg_peachick_taupe, item.animania_entity_egg_peachick_taupe.name
animania:entity_egg_peahen_taupe, item.animania_entity_egg_peahen_taupe.name
animania:entity_egg_peacock_taupe, item.animania_entity_egg_peacock_taupe.name
animania:entity_egg_peachick_blue, item.animania_entity_egg_peachick_blue.name
animania:entity_egg_peahen_blue, item.animania_entity_egg_peahen_blue.name
animania:entity_egg_peacock_blue, item.animania_entity_egg_peacock_blue.name
animania:entity_egg_peachick_white, item.animania_entity_egg_peachick_white.name
animania:entity_egg_peahen_white, item.animania_entity_egg_peahen_white.name
animania:entity_egg_peacock_white, item.animania_entity_egg_peacock_white.name
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:item_tiller, Tiller
animania:hamster_food, Hamster Food
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:riding_crop, Riding Crop
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:wheel, Wheel
animania:milk_bottle, Bottle of Milk
animania:animania_manual, Animania Manual
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle, Truffle
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:honey_bottle, Bottle of Honey
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Roast Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Roast Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_horse, Raw Horse
animania:cooked_horse, Cooked Horse
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, Roast Chevon
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Roast Prime Chevon
animania:raw_peacock, Raw Peacock
animania:cooked_peacock, Roast Peacock
animania:raw_prime_peacock, Raw Prime peacock
animania:cooked_prime_peacock, Roast Prime Peacock
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:jersey_cheese_wedge, Cheese Wedge (Jersey)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, item.animania_entity_egg_random.name
animania:entity_egg_cow_random, item.animania_entity_egg_cow_random.name
animania:entity_egg_pig_random, item.animania_entity_egg_pig_random.name
animania:entity_egg_chicken_random, item.animania_entity_egg_chicken_random.name
animania:entity_egg_peacock_random, item.animania_entity_egg_peacock_random.name
animania:entity_egg_dart_frog, item.animania_entity_egg_dart_frog.name
animania:entity_egg_goat_random, item.animania_entity_egg_goat_random.name
animania:entity_egg_sheep_random, item.animania_entity_egg_sheep_random.name
animania:entity_egg_rabbit_random, item.animania_entity_egg_rabbit_random.name
animania:block_straw, Straw
animania:friesian_cheese_wheel, Cheese Wheel (Friesian)
animania:holstein_cheese_wheel, Cheese Wheel (Holstein)
animania:jersey_cheese_wheel, Cheese Wheel (Jersey)
animania:goat_cheese_wheel, Cheese Wheel (Goat)
animania:sheep_cheese_wheel, Cheese Wheel (Sheep)
animania:cheese_mold, Cheese Mold
animania:salt_lick:0, Salt Lick
animania:wool:0, Wool (Dorset, Brown)
animania:wool:1, Wool (Friesian, Black)
animania:wool:2, Wool (Friesian, Brown)
animania:wool:3, Wool (Jacob)
animania:wool:4, Wool (Merino, Brown)
animania:wool:5, Wool (Merino, White)
animania:wool:6, Wool (Suffolk, Brown)
animania:bee_hive, Bee Hive
animania:wild_hive, Bee Nest
animania:block_mud, Mud
animania:block_trough, Trough
animania:block_nest, Nest
animania:block_hamster_wheel, Hamster Wheel
geolosys:ore:0, Hematite
geolosys:ore:1, Limonite
geolosys:ore:2, Malachite
geolosys:ore:3, Azurite
geolosys:ore:4, Cassiterite
geolosys:ore:5, Teallite
geolosys:ore:6, Galena
geolosys:ore:7, Bauxite
geolosys:ore:8, Platinum
geolosys:ore:9, Autunite
geolosys:ore:10, Sphalerite
geolosys:ore_sample:0, Hematite Sample
geolosys:ore_sample:1, Limonite Sample
geolosys:ore_sample:2, Malachite Sample
geolosys:ore_sample:3, Azurite Sample
geolosys:ore_sample:4, Cassiterite Sample
geolosys:ore_sample:5, Teallite Sample
geolosys:ore_sample:6, Galena Sample
geolosys:ore_sample:7, Bauxite Sample
geolosys:ore_sample:8, Platinum Sample
geolosys:ore_sample:9, Autunite Sample
geolosys:ore_sample:10, Sphalerite Sample
geolosys:ore_vanilla:0, Coal
geolosys:ore_vanilla:1, Cinnabar
geolosys:ore_vanilla:2, Gold
geolosys:ore_vanilla:3, Lapis Lazuli
geolosys:ore_vanilla:4, Assorted Quartz
geolosys:ore_vanilla:5, Kimberlite
geolosys:ore_vanilla:6, Beryl
geolosys:ore_sample_vanilla:0, Coal Sample
geolosys:ore_sample_vanilla:1, Cinnabar Sample
geolosys:ore_sample_vanilla:2, Gold Sample
geolosys:ore_sample_vanilla:3, Lapis Lazuli Sample
geolosys:ore_sample_vanilla:4, Assorted Quartz Sample
geolosys:ore_sample_vanilla:5, Kimberlite Sample
geolosys:ore_sample_vanilla:6, Beryl Sample
geolosys:cluster:0, Iron Cluster
geolosys:cluster:1, Gold Cluster
geolosys:cluster:2, Copper Cluster
geolosys:cluster:3, Tin Cluster
geolosys:cluster:4, Silver Cluster
geolosys:cluster:5, Lead Cluster
geolosys:cluster:6, Aluminum Cluster
geolosys:cluster:7, Nickel Cluster
geolosys:cluster:8, Platinum Cluster
geolosys:cluster:9, Uranium Cluster
geolosys:cluster:10, Zinc Cluster
geolosys:cluster:11, Yellorium Cluster
geolosys:cluster:12, Osmium Cluster
geolosys:field_manual, item.geolosys.field_manual.name
thermalfoundation:ore:0, Copper Ore
thermalfoundation:ore:1, Tin Ore
thermalfoundation:ore:2, Silver Ore
thermalfoundation:ore:3, Lead Ore
thermalfoundation:ore:4, Aluminum Ore
thermalfoundation:ore:5, Nickel Ore
thermalfoundation:ore:6, Platinum Ore
thermalfoundation:ore:7, Iridium Ore
thermalfoundation:ore:8, Mana Infused Ore
thermalfoundation:ore_fluid:0, Oil Sand
thermalfoundation:ore_fluid:1, Oil Shale
thermalfoundation:ore_fluid:2, Destabilized Redstone Ore
thermalfoundation:ore_fluid:3, Energized Netherrack
thermalfoundation:ore_fluid:4, Resonant End Stone
thermalfoundation:ore_fluid:5, Oil Sand
thermalfoundation:storage:0, Block of Copper
thermalfoundation:storage:1, Block of Tin
thermalfoundation:storage:2, Block of Silver
thermalfoundation:storage:3, Block of Lead
thermalfoundation:storage:4, Block of Aluminum
thermalfoundation:storage:5, Block of Nickel
thermalfoundation:storage:6, Block of Platinum
thermalfoundation:storage:7, Block of Iridium
thermalfoundation:storage:8, Block of Mana Infused Metal
thermalfoundation:storage_alloy:0, Block of Steel
thermalfoundation:storage_alloy:1, Block of Electrum
thermalfoundation:storage_alloy:2, Block of Invar
thermalfoundation:storage_alloy:3, Block of Bronze
thermalfoundation:storage_alloy:4, Block of Constantan
thermalfoundation:storage_alloy:5, Block of Signalum
thermalfoundation:storage_alloy:6, Block of Lumium
thermalfoundation:storage_alloy:7, Block of Enderium
thermalfoundation:storage_resource:0, Block of Charcoal
thermalfoundation:storage_resource:1, Block of Coal Coke
thermalfoundation:glass:0, Hardened Copper Glass
thermalfoundation:glass:1, Hardened Tin Glass
thermalfoundation:glass:2, Hardened Silver Glass
thermalfoundation:glass:3, Hardened Glass
thermalfoundation:glass:4, Hardened Aluminum Glass
thermalfoundation:glass:5, Hardened Nickel Glass
thermalfoundation:glass:6, Hardened Platinum Glass
thermalfoundation:glass:7, Hardened Iridium Glass
thermalfoundation:glass:8, Hardened Mana Infused Glass
thermalfoundation:glass_alloy:0, Hardened Steel Glass
thermalfoundation:glass_alloy:1, Hardened Electrum Glass
thermalfoundation:glass_alloy:2, Hardened Invar Glass
thermalfoundation:glass_alloy:3, Hardened Bronze Glass
thermalfoundation:glass_alloy:4, Hardened Constantan Glass
thermalfoundation:glass_alloy:5, Hardened Signalum Glass
